,,,,,,,,,,,,,,,,,,PAT,,,FG,,,,,,Kick Returns,,,,Punt Returns,,,,,Tackles,,,,,Def Interceptions,,,,Fumbles,,,,,,,,,,Pass Coverage,,,,,,,,,,,Pass Rush,,,,,Tackles,,Snap Counts,,,Snap Counts,,,
Rk,Player,G,Sk,Sfty,Tgt,Def%,Fmb,Int,RtY,KRTD,PRTD,Season,Age,Team,G,GS,TD,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,Pts,Ret,Yds,Y/Ret,KRTD,Ret,Yds,Y/Ret,PRTD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,IntTD,PD,Fmb,FR,Yds,FRTD,FF,Touch,TotOff,YScm,APYd,RtY,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Bats,Prss,MTkl,MTkl%,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos
367,Marcellas Dial,17,0,0,5,5.4,0,0,0,0,0,2024,24,NWE,17,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,6,6,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,80,43,10.8,8.6,0,102.5,7.2,37,6,0,0,0,0,0,2,14.3,0,0,60,5.4,364,83.3,DB
368,Martin Emerson,17,0,0,97,76.5,0,0,0,0,0,2024,24,CLE,17,15,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,62,18,80,3,0,0,0,0,5,0,1,2,0,1,0,0,0,2,0,97,59,60.8,701,11.9,7.2,5,100.1,11.3,487,214,0,0,0,0,0,7,8,0,0,829,76.5,2,0.4,RCB
369,Reid Ferguson,17,0,0,0,0,0,0,0,0,0,2024,30,BUF,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,148,33.2,LS
370,Minkah Fitzpatrick,17,0,0,52,99.2,0,1,7,0,0,2024,28,PIT,17,17,0,0,0,,0,0,,0,0,0,1,7,7,0,0,0,,0,0,62,34,96,1,0,1,25,0,4,0,0,0,0,1,0,0,0,32,7,52,41,78.8,540,13.2,10.4,4,127.6,9.6,348,192,8,0,0,0,0,4,4,14,1.2,1083,99.2,77,16.8,SS
371,Mike Ford,17,0,0,5,5.4,0,0,0,0,0,2024,29,CLE,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,11,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,80,45,11.3,9,1,143.7,8,38,7,0,0,0,0,0,1,7.1,0,0,58,5.4,333,71.6,CB
372,Mitchell Fraboni,17,0,0,0,0,0,0,0,0,0,2024,28,DEN,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,161,34,LS
373,C.J. Goodwin,17,0,0,0,0.4,0,0,0,0,0,2024,34,DAL,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,8,1,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,,,0,,,0,0,1,0,0,0,0,0,0,0,0,4,0.4,399,82.4,CB
374,Richie Grant,17,0,0,12,14.6,0,0,0,0,0,2024,27,ATL,17,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,13,1,14,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,6,50,74,12.3,6.2,1,97.2,9,17,57,5,2,0,0,2,2,12.5,0,0,162,14.6,349,78.3,S
375,J.T. Gray,17,0,0,1,3.3,0,0,0,0,0,2024,28,NOR,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,12,13,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,100,36,36,36,1,158.3,2,2,34,1,0,0,0,0,2,7.4,0,0,39,3.3,387,84.3,DB
376,Renardo Green,17,0,0,70,63.3,0,1,0,0,0,2024,24,SFO,17,7,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,41,20,61,0,0,1,20,0,13,0,0,0,0,1,0,0,0,20,0,70,42,60,466,11.1,6.7,3,88.2,9.8,297,169,0,0,0,0,0,4,6.2,0,0,675,63.3,78,17.3,CB
377,Shaquill Griffin,17,0,0,57,50.4,0,2,0,0,0,2024,29,MIN,17,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,33,8,41,1,0,2,28,0,6,0,0,0,0,0,0,0,0,28,0,57,31,54.4,429,13.8,7.5,2,75.8,11.6,310,119,0,0,0,0,0,1,2.4,0,0,572,50.4,3,0.7,CB
378,Kyle Hamilton,17,2,0,58,92.1,0,1,0,0,0,2024,23,BAL,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,77,30,107,4,6,1,0,0,9,0,1,8,0,2,0,0,0,8,0,58,42,72.4,326,7.8,5.6,1,84.4,5.2,173,153,34,1,4,2,7,9,7.8,0,0,1044,92.1,17,3.6,SS
379,Josh Harris,17,0,0,0,0,1,0,0,0,0,2024,35,LAC,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,1,0,-22,0,0,0,0,0,-22,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,153,33,LS
380,Hogan Hatten,17,0,0,0,0,0,0,0,0,0,2024,24,DET,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,1,0.1,0,0,143,31,LS
381,Jaylinn Hawkins,17,0,0,20,54.7,0,0,0,0,0,2024,27,NWE,17,7,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,27,21,48,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20,15,75,166,11.1,8.3,2,132.5,6.4,103,63,13,0,0,0,0,6,11.1,0,0,612,54.7,306,70,S
382,Thomas Hennessy,17,0,0,0,0,0,0,0,0,0,2024,30,NYJ,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,125,28.9,LS
383,Jaden Hicks,17,0,0,20,30.5,0,3,0,0,0,2024,22,KAN,17,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,23,6,29,3,0,3,50,0,5,0,0,0,0,0,1,1,1,51,0,20,12,60,144,12,7.2,1,59.2,11.9,96,48,7,1,0,0,1,1,3.3,0,0,330,30.5,307,71.2,DB
384,Malik Hooker,17,0,0,40,96.3,0,2,0,0,0,2024,28,DAL,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,51,30,81,3,1,2,20,0,5,0,0,0,0,0,0,0,0,20,0,40,25,62.5,311,12.4,7.8,2,82.4,12.1,154,157,4,1,1,0,2,6,6.9,0,0,1063,96.3,0,0,SS
385,Jordan Howden,17,0,0,16,46.9,0,2,0,0,0,2024,24,NOR,17,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,27,23,50,1,0,2,-2,0,2,0,0,0,0,0,0,0,0,-2,0,16,13,81.3,170,13.1,10.6,1,92.2,8.6,111,59,4,0,0,0,0,2,3.8,0,0,552,46.9,252,54.9,DB
386,Noah Igbinoghene,17,0,0,71,75.5,0,0,25,0,0,2024,25,WAS,17,10,0,0,0,,0,0,,0,0,0,1,25,25,0,0,0,,0,0,33,22,55,1,0,0,0,0,7,0,0,0,0,0,0,0,0,25,25,71,40,56.3,397,9.9,5.6,3,86.4,7.8,163,234,4,0,0,0,0,7,11.3,0,0,818,75.5,60,12.8,CB
387,Ja'Marcus Ingram,17,1,0,21,19.1,0,2,0,0,0,2024,27,BUF,17,1,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,1,16,8,24,2,1,2,56,1,4,0,0,0,0,0,0,0,0,56,0,21,11,52.4,149,13.5,7.1,1,51.6,9.1,81,68,3,0,0,0,1,3,11.1,0,0,211,19.1,297,66.6,CB
388,Michael Jackson,17,0,0,96,98.9,0,2,0,0,0,2024,27,CAR,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,58,18,76,3,0,2,20,0,17,0,0,0,0,0,0,0,0,20,0,96,64,66.7,845,13.2,8.8,6,106.5,10.3,582,263,2,0,0,0,0,6,7.3,0,0,1205,98.9,103,21.5,RCB
389,Theo Jackson,17,0,0,7,6.9,0,1,0,0,0,2024,26,MIN,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,11,6,17,0,0,1,3,0,3,0,0,0,0,0,0,0,0,3,0,7,4,57.1,64,16,9.1,0,48.2,11.9,50,14,7,0,0,0,0,1,5.6,0,0,78,6.9,340,75.6,S
390,J.J. Jansen,17,0,0,0,0,0,0,0,0,0,2024,38,CAR,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,139,29.1,LS
391,Antonio Johnson,17,0,0,51,57.2,0,0,0,0,0,2024,23,JAX,17,8,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,55,18,73,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,51,37,72.5,465,12.6,9.1,2,113.6,9.6,304,161,9,1,0,0,1,6,7.6,0,0,684,57.2,246,55.5,S
392,Jaylon Johnson,17,0,0,56,96.6,0,2,0,0,0,2024,25,CHI,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,42,11,53,7,0,2,11,0,8,0,0,0,0,1,0,0,0,11,0,56,37,66.1,517,14,9.2,2,92.6,11.2,312,205,0,0,0,0,0,5,8.6,0,0,1032,96.6,11,2.5,RCB
393,Jack Jones,17,0,0,86,94.1,0,3,0,0,0,2024,27,LVR,17,16,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,52,17,69,3,0,3,53,1,16,0,0,0,0,0,0,0,0,53,0,86,54,62.8,571,10.6,6.6,8,98.5,9,353,218,2,0,0,0,0,15,17.9,0,0,1049,94.1,1,0.2,LCB
394,Jaylon Jones,17,0,0,101,99,0,2,0,0,0,2024,22,IND,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,66,34,100,3,0,2,5,0,12,0,0,0,0,1,0,0,0,5,0,101,67,66.3,814,12.1,8.1,1,86,9.5,538,276,0,0,0,0,0,17,14.5,0,0,1145,99,27,5.8,LCB
395,Jarrian Jones,17,2,0,55,58.4,0,1,0,0,0,2024,23,JAX,17,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,30,10,40,1,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,55,37,67.3,404,10.9,7.3,0,81.2,6.1,153,251,8,1,0,0,3,9,18.4,0,0,699,58.4,113,25.5,CB
396,Jonathan Jones,17,0,0,60,63.7,0,0,0,0,0,2024,31,NWE,17,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,41,17,58,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,60,43,71.7,538,12.5,9,7,138.1,9.3,329,209,1,0,0,0,0,6,9.4,0,0,712,63.7,4,0.9,LCB
397,Kerby Joseph,17,0,0,43,99,0,9,0,0,0,2024,24,DET,17,17,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,58,25,83,1,1,9,99,1,12,0,0,0,0,0,0,0,0,99,0,43,19,44.2,330,17.4,7.7,1,39.1,14.2,209,121,6,1,1,0,2,5,5.7,0,0,1085,99,106,23,FS
398,Devon Key,17,1,0,11,21.7,0,0,0,0,0,2024,27,DEN,17,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,17,16,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,45.5,95,19,8.6,2,115.5,13.5,45,50,2,0,0,0,1,1,2.9,0,0,251,21.7,257,54.3,DB
399,Miles Killebrew,17,0,0,0,0.8,0,0,0,0,0,2024,31,PIT,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,9,0.8,303,66.3,S
400,Kamren Kinchens,17,0,0,41,46.1,1,4,0,0,0,2024,22,LAR,17,4,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,36,21,57,1,0,4,123,1,6,1,1,0,0,1,0,0,0,123,0,41,30,73.2,353,11.8,8.6,4,91.9,7.6,203,150,2,0,0,0,0,6,9.5,0,0,514,46.1,117,26.6,DB
401,Casey Kreiter,17,0,0,0,0,0,0,0,0,0,2024,34,NYG,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,131,29.6,LS
402,Christian Kuntz,17,0,0,0,0,0,0,0,0,0,2024,30,PIT,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,150,32.8,LS
403,Quentin Lake,17,2,0,63,96,0,0,0,0,0,2024,25,LAR,17,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,73,38,111,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,63,41,65.1,458,11.2,7.3,4,107.8,9.1,298,160,13,4,1,1,7,10,8.3,0,0,1070,96,92,20.9,SS
404,Cameron Lewis,17,0,0,61,53.9,0,1,0,0,0,2024,27,BUF,17,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,47,21,68,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,61,46,75.4,493,10.7,8.1,2,102.7,5.3,210,283,22,2,0,0,2,11,13.9,0,0,595,53.9,253,56.7,DB
405,Rick Lovato,17,0,0,0,0,0,0,0,0,0,2024,32,PHI,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,147,32.8,LS
406,Julian Love,17,0,0,65,95.4,0,3,0,0,0,2024,26,SEA,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,79,30,109,3,0,3,33,0,12,0,1,6,0,2,1,2,2,41,0,65,39,60,401,10.3,6.2,6,89.3,8.5,251,150,10,0,0,0,0,10,8.4,0,0,1079,95.4,93,19.8,FS
407,Avonte Maddox,17,0,0,28,33,1,0,4,0,0,2024,28,PHI,17,3,0,0,0,,0,0,,0,0,0,0,4,,0,0,0,,0,0,9,11,20,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4,4,28,15,53.6,126,8.4,4.5,1,77.4,5.9,40,86,1,0,0,1,0,1,4.8,0,0,345,33,193,43.1,CB
408,Tyrann Mathieu,17,0,0,36,86.2,0,3,0,0,0,2024,32,NOR,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,47,15,62,1,0,3,29,0,7,0,1,0,0,2,0,0,0,29,0,36,22,61.1,422,19.2,11.7,1,76.4,13.3,255,167,8,2,0,0,2,15,19.5,0,0,1016,86.2,0,0,FS
409,Ross Matiscik,17,0,0,0,0,0,0,0,0,0,2024,28,JAX,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,125,28.2,LS
410,Jaylen McCollough,17,0,0,25,30,0,4,0,0,0,2024,24,LAR,17,1,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,26,17,43,0,1,4,6,1,4,0,0,0,0,0,0,0,0,6,0,25,16,64,156,9.8,6.2,2,68.5,7.5,106,50,7,0,1,0,1,1,2.3,0,0,335,30,257,58.4,DB
411,Zyon McCollum,17,0,0,108,94.5,0,2,0,0,0,2024,25,TAM,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,55,27,82,1,0,2,4,0,17,0,1,0,0,0,0,0,0,4,0,108,62,57.4,839,13.5,7.8,4,86.9,12,502,337,6,1,0,0,1,13,13.7,0,0,1056,94.5,141,29.5,RCB
412,Liam McCullough,17,0,0,0,0,0,0,0,0,0,2024,27,ATL,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,130,29.1,LS
413,Xavier McKinney,17,1,0,49,98,1,8,0,0,0,2024,26,GNB,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,60,28,88,2,1,8,128,0,11,1,1,7,0,0,0,0,0,135,0,49,36,73.5,564,15.7,11.5,1,78.5,13,408,156,13,1,0,0,2,3,3.3,0,0,1067,98,162,36.7,FS
414,Rodney McLeod,17,0,0,36,52.4,0,0,0,0,0,2024,34,CLE,17,5,2,0,0,,0,0,,0,0,12,0,0,,0,0,0,,0,0,28,11,39,2,0,0,0,0,5,0,1,25,1,0,0,0,0,25,0,36,19,52.8,230,12.1,6.4,3,100.5,8,100,130,7,0,0,0,0,5,11.4,1,0.1,568,52.4,239,51.4,S
415,Ja'Quan McMillian,17,1,0,101,75.3,0,2,0,0,0,2024,24,DEN,17,9,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,1,61,20,81,4,2,2,44,1,10,0,0,0,0,1,0,0,0,44,0,101,65,64.4,688,10.6,6.8,3,85.7,7.1,398,290,22,1,1,0,3,7,8,0,0,870,75.3,39,8.2,CB
416,Max Melton,17,0,0,52,52,0,0,0,0,0,2024,22,ARI,17,3,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,36,15,51,2,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,52,34,65.4,436,12.8,8.4,0,91.5,9.6,282,154,0,0,0,0,0,7,12.1,0,0,565,52,212,48.5,CB
417,Josh Metellus,17,0,0,73,87.2,0,2,0,0,0,2024,26,MIN,17,10,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,63,40,103,2,6,2,16,0,5,0,0,0,0,1,0,0,0,16,0,73,53,72.6,608,11.5,8.3,1,90.4,5.3,293,315,56,5,6,0,11,3,2.8,0,0,991,87.2,210,46.7,S
418,Cameron Mitchell,17,0,0,36,34.3,0,0,0,0,0,2024,23,CLE,17,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,16,8,24,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,36,24,66.7,276,11.5,7.7,3,117.4,7.6,151,125,3,1,0,0,1,10,29.4,0,0,372,34.3,138,29.7,CB
419,Tre'von Moehrig,17,1,0,58,98.7,0,2,0,0,0,2024,25,LVR,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,64,40,104,5,3,2,28,0,10,0,2,0,0,0,0,0,0,28,0,58,38,65.5,378,9.9,6.5,4,92.5,5.3,187,191,52,3,1,3,6,8,7.1,0,0,1101,98.7,4,0.8,SS
420,Nick Moore,17,0,0,0,0,0,0,0,0,0,2024,32,BAL,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,149,31.4,LS
421,Israel Mukuamu,17,0,0,16,18.1,0,2,0,0,0,2024,25,DAL,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,13,6,19,0,1,2,20,0,2,0,0,0,0,0,0,0,0,20,0,16,10,62.5,124,12.4,7.8,0,46.9,15,75,49,6,0,1,0,1,0,0,0,0,200,18.1,346,71.5,S
422,Byron Murphy,17,0,0,119,93.3,0,6,0,0,0,2024,26,MIN,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,62,19,81,6,0,6,2,0,14,0,0,0,0,1,0,0,0,2,0,119,78,65.5,852,10.9,7.2,4,76.7,9.4,540,312,4,0,0,0,0,9,10,0,0,1060,93.3,0,0,RCB
423,Eric Murray,17,1,0,56,78.2,0,1,0,0,0,2024,30,HOU,17,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,50,25,75,2,2,1,0,0,10,0,0,0,0,0,0,0,0,0,0,56,36,64.3,506,14.1,9,3,103.7,9.8,238,268,12,0,1,0,2,12,13.8,0,0,856,78.2,117,24.5,SS
424,Siran Neal,17,0,0,7,5.5,0,0,0,0,0,2024,30,MIA,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,9,2,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,3,42.9,27,9,3.9,0,53.9,7.6,12,15,0,0,0,0,0,0,0,0,0,58,5.5,372,83.8,CB
425,Josh Newton,17,0,0,55,44.3,0,1,0,0,0,2024,24,CIN,17,6,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,27,4,31,1,0,1,12,0,7,0,0,0,0,0,0,0,0,12,0,55,31,56.4,382,12.3,6.9,4,94.7,9,228,154,1,0,0,0,0,6,16.2,0,0,504,44.3,182,39.5,RCB
426,Keisean Nixon,17,3,0,87,93.7,0,1,576,0,0,2024,27,GNB,17,15,0,0,0,,0,0,,0,0,0,18,528,29.3,0,4,48,12,0,3,61,27,88,8,6,1,16,0,7,0,0,0,0,3,0,0,0,592,576,87,50,57.5,464,9.3,5.3,3,78.9,7.4,311,153,9,0,3,0,6,9,9.3,0,0,1020,93.7,149,33.7,LCB
427,Isaiah Oliver,17,1,0,42,50.3,0,0,0,0,0,2024,28,NYJ,17,7,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,42,15,57,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,32,76.2,368,11.5,8.8,2,118,7.2,145,223,18,3,1,0,5,7,10.9,0,0,578,50.3,150,34.7,CB
428,Matthew Orzech,17,0,0,0,0,1,0,0,0,0,2024,29,GNB,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,145,32.8,LS
429,Tyler Ott,17,0,0,0,0,0,0,0,0,0,2024,32,WAS,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,140,29.9,LS
430,Jonathan Owens,17,0,0,16,40.2,0,1,0,0,0,2024,29,CHI,17,5,1,0,0,,0,0,,0,0,6,0,0,,0,0,0,,0,0,30,19,49,1,0,1,0,0,2,0,2,13,0,1,0,0,0,13,0,16,12,75,276,23,17.3,4,130.2,12.1,142,134,1,0,0,0,0,5,9.3,0,0,429,40.2,240,54.9,S
431,Taybor Pepper,17,0,0,0,0,0,0,0,0,0,2024,30,SFO,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,,0,0,0,0,129,28.7,LS
432,Dell Pettus,17,1,0,14,30.5,0,0,0,0,0,2024,23,NWE,17,1,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,19,15,34,1,1,0,0,0,2,0,0,0,0,0,1,2,2,2,0,14,9,64.3,87,9.7,6.2,0,81.5,7.9,48,39,5,0,0,0,1,0,0,0,0,341,30.5,231,52.9,S
433,Isaiah Pola-Mao,17,1,0,49,85.6,0,0,0,0,0,2024,25,LVR,17,14,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,57,32,89,2,1,0,0,0,5,0,0,0,0,2,0,0,0,0,0,49,36,73.5,540,15,11,3,129.6,9.7,342,198,13,1,0,0,2,14,13.6,0,0,954,85.6,152,31.9,FS
434,Jalen Ramsey,17,1,0,71,96.5,0,2,0,0,0,2024,30,MIA,17,17,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,1,39,21,60,6,4,2,7,0,11,0,0,0,0,0,0,0,0,7,0,71,44,62,462,10.5,6.5,3,83.2,7.7,260,202,25,4,3,3,8,10,14.3,0,0,1027,96.5,4,0.9,LCB
435,Jeremy Reaves,17,0,0,1,0.4,0,0,0,0,0,2024,28,WAS,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,9,11,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,100,16,16,16,0,118.7,-2,-2,18,0,0,0,0,0,0,0,0,0,4,0.4,317,67.7,S
436,Luke Rhodes,17,0,0,0,0,0,0,0,0,0,2024,32,IND,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,143,30.5,LS
437,Kelee Ringo,17,0,0,9,10.7,0,0,0,0,0,2024,22,PHI,17,1,0,0,0,,0,0,,0,0,2,0,0,,0,0,0,,0,0,12,3,15,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,9,5,55.6,113,22.6,12.6,1,137.5,14.1,53,60,1,0,0,0,0,1,6.3,0,0,112,10.7,340,75.9,CB
438,Amik Robertson,17,0,0,88,57.4,0,0,0,0,0,2024,26,DET,17,4,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,40,10,50,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,88,54,61.4,632,11.7,7.2,2,90.7,9.9,362,270,15,0,0,0,0,7,12.3,0,0,629,57.4,12,2.6,CB
439,Christian Roland-Wallace,17,0,0,18,17.9,0,1,0,0,0,2024,23,KAN,17,2,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,23,11,34,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,18,15,83.3,153,10.2,8.5,2,116,6.7,91,62,14,1,2,0,3,0,0,0,0,194,17.9,249,57.8,CB
440,Mike Sainristil,17,0,0,96,90.4,0,2,0,0,0,2024,24,WAS,17,16,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,0,62,31,93,1,0,2,38,0,14,0,1,0,0,1,0,0,0,38,0,96,58,60.4,740,12.8,7.7,6,96.7,11.2,505,235,4,0,0,0,0,7,7,0,0,979,90.4,43,9.2,RCB
441,Brenden Schooler,17,2,0,4,4.5,0,0,0,0,0,2024,27,NWE,17,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,0,,0,2,9,4,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,50,9,4.5,2.3,1,95.8,13.8,0,9,4,0,1,0,3,0,0,0,0,50,4.5,378,86.5,S
